Hour,Count
12:00 AM,3748
1:00 AM,2183
2:00 AM,1316
3:00 AM,671
4:00 AM,624
5:00 AM,4044
6:00 AM,14176
7:00 AM,37679
8:00 AM,61318
9:00 AM,33307
10:00 AM,23979
11:00 AM,29142
12:00 PM,36356
1:00 PM,37141
2:00 PM,36424
3:00 PM,42148
4:00 PM,52951
5:00 PM,77076
6:00 PM,59139
7:00 PM,35127
8:00 PM,22737
9:00 PM,16857
10:00 PM,11650
11:00 PM,6698
